NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_71,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Medium -Euro 6 d,NA,CO,0.04,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,NOx,0.086,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,CO,0.052,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,NMVOC,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,NOx,0.507,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,N2O,0.006,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,NH3,0.007,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,Pb,8.66E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,CO2,231.132,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_78,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 a/b/c,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,CO,0.093,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,NMVOC,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,Pb,8.66E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,N2O,0.006,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,NH3,0.007,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,Pb,8.66E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,CO2,231.119,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_80,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d,NA,CO,0.04,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_80,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d,NA,NMVOC,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_48,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive -Euro 6 d,NA,Pb,8.67E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d-temp,NA,CO,0.041,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,NH3,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_80,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 6 d,NA,N2O,0.006,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,NH3,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,Pb,8.66E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,CO2,231.178,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,CO2 lube,0.464,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,CO,0.092,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,NMVOC,0.017,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,CO2,231.165,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,Pb,8.66E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,CO2,231.178,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,CO,0.035,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,NMVOC,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,NOx,0.562,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_77,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 5,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_75,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 3,NA,NMVOC,0.047,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_76,Tier 2 Emission Factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive -Euro 4,NA,NOx,0.599,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,NMVOC,6.055,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,NOx,2.402,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,CO,0.397,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,NMVOC,0.044,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,NOx,0.032,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,N2O,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,NH3,0.013,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,CO2,182.293,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,CO2,182.299,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,CO,40.792,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,NOx,2.402,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,Pb,7.42E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,CO2,290.839,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -PRE ECE,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,CO,32.242,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Open Loop,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,NH3,0.014,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,NOx,0.047,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,N2O,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,NH3,0.014,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,CO2,182.336,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,CO,0.397,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,NMVOC,0.091,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,N2O,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,CO2,182.309,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,CO,0.397,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,NMVOC,0.078,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,NOx,0.032,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,N2O,0.001,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 d-temp,NA,NH3,0.013,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 6 a/b/c,NA,NOx,0.032,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,NMVOC,4.574,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,NOx,2.539,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,Pb,7.41E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,CO2,211.789,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,CO,5.712,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,CO,14.286,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,NOx,2.406,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,Pb,7.41E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,CO2,236.835,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Open Loop,NA,CO,7.178,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Open Loop,NA,NMVOC,1.936,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Open Loop,NA,NOx,1.235,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_48,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive -Euro 6 d,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -Improved Conventional,NA,NMVOC,2.859,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,CO2,233.343,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,Pb,7.41E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,CO2,246.016,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/00-01,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,CO,24.21,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,NMVOC,4.339,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,NOx,2.296,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/04,NA,NMVOC,3.449,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,Pb,7.41E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_16,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 4,NA,CO2 lube,0.398,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,CO,24.779,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,NMVOC,4.393,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,NOx,2.406,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,Pb,7.41E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_24,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/03,NA,CO2,233.343,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Medium -ECE 15/02,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Euro 5,NA,NMVOC,0.21,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,NH3,0.002,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,CO2,199.419,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,CO,14.286,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,NMVOC,3.313,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,NMVOC,4.274,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,N2O,0.008,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/03,NA,CO,24.779,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,Pb,6.21E-05,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,CO2,179.891,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -ECE 15/04,NA,CO2 lube,0.663,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_11,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Improved Conventional,NA,CO,12.13,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_11,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Improved Conventional,NA,NMVOC,2.903,g/km,,,
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_11,Tier 2 Emission Factor,Passenger Cars,Petrol,Petrol Small -Improved Conventional,NA,NOx,1.853,g/km,,,
